Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
51,152.5,613.1,121.4,196,973,20,
52,155.6,625.6,122.6,190,953,19,
53,158.7,638.0,124.5,181,924,20,
54,161.5,649.2,124.5,181,924,20,
55,164.6,661.5,124.8,180,919,20,
56,167.6,673.8,125.9,175,903,20,
57,170.7,686.1,125.5,177,909,20,
58,173.8,698.5,125.1,179,915,20,
59,176.6,709.6,125.1,179,915,20,
60,179.7,722.2,125.0,179,916,20,
61,182.8,734.4,125.4,177,910,20,
62,185.6,745.6,125.4,177,910,20,
63,188.6,757.7,125.2,178,913,20,
64,191.7,770.0,126.0,175,902,20,
65,194.7,782.3,126.0,175,902,20,
66,198.1,795.8,124.9,180,918,19,
67,201.1,807.9,124.9,180,918,19,
68,204.4,821.1,126.2,174,899,19,
69,207.5,833.6,125.0,179,916,20,
70,210.6,845.9,124.5,181,924,19,
71,213.7,858.5,123.1,188,945,20,
72,216.5,870.1,123.1,188,945,20,
73,219.6,882.7,121.8,194,966,20,
74,222.7,895.5,122.1,192,961,20,
75,225.8,908.5,120.9,198,981,20,
76,228.9,921.2,120.3,201,991,19,
77,231.9,933.9,121.8,194,966,19,
78,235.0,946.2,123.3,187,942,20,
79,238.0,958.5,125.2,178,913,20,
80,240.9,969.7,125.2,178,913,20,
81,244.0,982.3,125.5,177,909,20,
82,247.1,994.8,124.4,182,925,20,
83,250.2,1007.2,125.1,179,915,19,
84,253.0,1018.5,125.1,179,915,19,
85,256.0,1031.1,123.1,188,945,21,
86,259.1,1043.3,124.3,182,927,20,
87,262.2,1055.6,126.0,175,902,20,
88,265.0,1066.9,126.0,175,902,20,
89,268.1,1079.4,123.9,184,933,20,
90,271.1,1091.7,124.3,182,927,20,
91,274.2,1104.0,125.2,178,913,20,
92,277.0,1115.5,125.2,178,913,20,
93,280.1,1128.2,122.4,191,956,20,
94,282.9,1139.5,122.4,191,956,20,
95,285.9,1151.6,124.0,184,931,20,
96,288.8,1163.0,125.7,176,906,20,
97,291.8,1176.0,118.9,208,1016,21,
98,294.9,1189.1,119.4,206,1007,20,
99,297.8,1200.9,120.1,202,995,20,
100,300.6,1212.5,120.1,202,995,20,
101,303.7,1225.5,120.4,201,990,21,
102,306.5,1236.8,120.4,201,990,21,
103,309.5,1249.5,122.2,192,960,20,
104,312.6,1262.4,121.2,197,976,20,
105,315.5,1274.0,121.2,197,976,20,
106,318.6,1286.8,122.1,192,961,20,
107,321.6,1299.2,123.3,187,942,20,
108,324.7,1311.7,123.1,188,945,20,
109,327.5,1323.2,123.1,188,945,20,
110,330.6,1335.8,123.6,185,937,20,
111,333.4,1347.3,123.6,185,937,20,
112,336.5,1359.9,123.6,185,937,20,
113,339.4,1371.4,123.6,185,937,20,
114,342.4,1384.0,122.6,190,953,20,
115,345.5,1396.5,123.5,186,939,20,
116,348.3,1407.9,123.5,186,939,20,
117,351.4,1420.6,121.3,196,974,21,
118,354.2,1432.2,121.3,196,974,21,
119,357.0,1443.7,121.5,195,971,20,
120,360.1,1456.3,121.5,195,971,21,
121,363.1,1469.0,122.8,189,950,20,
122,366.0,1480.4,122.8,189,950,20,
123,369.0,1492.7,124.7,180,921,20,
124,371.8,1504.2,124.7,180,921,20,
125,374.9,1516.7,123.2,187,944,20,
126,377.8,1528.4,122.6,190,953,21,
127,380.8,1540.8,123.4,186,941,20,
128,383.9,1553.4,124.1,183,930,20,
129,386.7,1564.7,123.3,187,942,21,
130,389.6,1576.3,123.3,187,942,21,
131,392.7,1589.2,122.3,191,958,20,
132,395.8,1601.7,123.4,186,941,20,
133,398.6,1613.3,123.4,186,941,20,
134,401.7,1625.8,124.0,184,931,20,
135,404.7,1638.0,124.0,184,931,20,
136,407.8,1650.7,123.7,185,936,20,
137,410.9,1663.2,124.0,184,931,20,
138,413.7,1675.0,121.1,197,978,21,
139,416.6,1686.5,121.1,197,978,21,
140,419.6,1699.1,122.5,190,955,21,
141,422.4,1710.3,122.5,190,955,21,
142,425.5,1722.9,124.3,182,927,20,
143,428.6,1735.2,124.5,181,924,20,
144,431.4,1746.5,124.5,181,924,20,
145,434.5,1759.2,122.6,190,953,21,
146,437.5,1771.6,123.3,187,942,20,
147,440.3,1782.9,123.3,187,942,20,
148,443.3,1795.2,123.7,185,936,20,
149,446.4,1807.7,124.4,182,925,21,
150,449.2,1818.8,124.4,182,925,21,
151,452.3,1831.5,122.9,189,948,20,
152,455.4,1844.0,123.4,186,941,20,
153,458.2,1855.2,125.5,177,909,21,
154,461.0,1866.7,123.9,184,933,21,
155,464.1,1879.2,123.9,184,933,20,
156,466.9,1890.5,123.9,184,933,20,
157,470.0,1903.2,122.9,189,948,20,
158,473.1,1915.9,122.5,190,955,20,
159,475.9,1927.4,121.9,193,964,21,
160,478.9,1940.0,122.3,191,958,20,
161,481.8,1951.6,123.3,187,942,20,
162,484.6,1962.9,123.3,187,942,20,
163,487.7,1975.7,122.9,189,948,21,
164,490.5,1986.9,122.9,189,948,21,
165,493.6,1999.5,123.8,184,934,20,
166,496.4,2011.0,123.8,184,934,20,
167,499.5,2023.5,124.0,184,931,20,
168,502.6,2036.1,124.3,182,927,19,
169,505.7,2048.4,124.2,183,928,20,
170,508.7,2060.9,123.3,187,942,20,
171,511.8,2073.5,122.1,192,961,20,
172,514.6,2085.0,122.1,192,961,20,
173,517.7,2097.4,122.3,191,958,20,
174,520.8,2109.9,123.5,186,939,20,
175,523.8,2122.3,124.7,180,921,20,
176,526.9,2134.8,123.7,185,936,20,
177,530.0,2147.3,124.0,184,931,19,
178,532.9,2158.7,123.9,184,933,20,
179,535.9,2171.4,123.2,187,944,20,
180,539.0,2184.0,122.9,189,948,20,
181,541.8,2195.3,122.9,189,948,20,
182,544.9,2207.7,123.4,186,941,20,
183,547.9,2220.2,123.9,184,933,20,
184,550.7,2231.7,122.6,190,953,21,
185,553.5,2243.0,122.6,190,953,21,
186,556.6,2255.6,123.8,184,934,20,
187,559.7,2268.5,122.7,189,952,20,
188,562.5,2280.0,122.7,189,952,20,
189,565.6,2292.8,121.2,197,976,20,
190,568.7,2305.4,122.5,190,955,20,
191,571.5,2316.8,122.8,189,950,21,
192,574.4,2328.4,122.8,189,950,21,
193,577.5,2341.3,122.2,192,960,21,
194,580.3,2352.5,122.2,192,960,21,
195,583.3,2364.9,124.0,184,931,20,
196,586.2,2376.3,124.0,184,931,20,
197,589.2,2388.9,123.3,187,942,20,
198,592.1,2400.5,123.3,187,942,20,
199,595.2,2413.1,124.1,183,930,20,
200,598.0,2424.5,124.1,183,930,21,
201,601.1,2437.1,122.4,191,956,21,
202,604.1,2449.4,123.7,185,936,20,
203,606.9,2460.4,123.7,185,936,20,
204,609.8,2471.5,126.9,171,889,20,
205,612.8,2483.8,125.7,176,906,20,
206,615.9,2496.2,125.1,179,915,20,
207,618.7,2507.5,125.1,179,915,20,
208,621.8,2519.9,125.5,177,909,20,
209,624.6,2531.0,125.5,177,909,20,
210,627.7,2543.4,125.0,179,916,20,
211,630.7,2555.8,124.3,182,927,20,
212,633.8,2568.3,124.1,183,930,20,
213,636.7,2580.0,124.1,183,930,20,
214,639.8,2592.5,123.4,186,941,20,
215,642.5,2603.7,123.4,186,941,20,
216,645.6,2616.0,123.7,185,936,20,
217,648.4,2627.2,123.7,185,936,20,
218,651.5,2639.7,124.5,181,924,20,
219,654.5,2652.4,122.6,190,953,20,
220,657.4,2664.0,120.9,198,981,21,
221,660.2,2675.6,120.9,198,981,21,
222,663.3,2688.2,123.3,187,942,21,
223,665.8,2698.5,123.3,187,942,21,
224,668.9,2711.0,123.5,186,939,21,
225,671.4,2721.4,123.5,186,939,21,
226,674.5,2734.0,123.3,187,942,20,
227,677.3,2745.1,123.3,187,942,20,
228,680.4,2757.6,124.2,183,928,20,
229,683.2,2769.0,124.2,183,928,20,
230,686.3,2781.5,124.2,183,928,21,
231,689.2,2793.0,123.7,185,936,21,
232,691.9,2804.2,123.7,185,936,21,
233,694.8,2815.5,124.4,182,925,21,
234,697.6,2826.9,124.1,183,930,22,
235,700.4,2837.7,130.3,158,844,21,
236,703.2,2849.1,130.3,158,844,21,
237,706.3,2861.4,126.6,172,893,20,
238,709.1,2872.6,127.1,170,886,21,
239,712.0,2884.0,125.4,177,910,21,
240,714.8,2895.4,125.4,177,910,21,
241,717.9,2907.8,124.4,182,925,20,
242,720.9,2920.1,125.1,179,915,20,
243,723.7,2931.2,125.1,179,915,20,
244,726.6,2942.6,126.0,175,902,20,
245,729.7,2955.0,125.4,177,910,21,
246,732.5,2966.3,124.7,180,921,22,
247,735.3,2977.8,124.7,180,921,22,
248,738.4,2990.0,126.0,175,902,20,
249,741.2,3001.2,126.0,175,902,20,
250,744.5,3014.4,127.0,171,888,19,
251,747.3,3025.4,127.0,171,888,19,
252,750.3,3037.7,125.5,177,909,20,
253,753.4,3049.7,127.6,168,879,20,
254,756.5,3061.9,126.1,175,900,20,
255,759.3,3073.2,126.1,175,900,20,
256,762.4,3085.5,125.8,176,905,20,
257,765.2,3096.9,125.8,176,905,20,
258,768.3,3109.3,124.7,180,921,21,
259,771.3,3121.5,126.7,172,892,20,
260,774.2,3132.5,126.7,172,892,20,
261,777.3,3145.0,124.9,180,918,21,
262,780.1,3156.4,123.8,184,934,21,
263,782.9,3168.0,123.5,186,939,21,
264,785.8,3179.5,123.5,186,939,21,
265,788.8,3192.0,123.7,185,936,21,
266,791.6,3203.3,123.7,185,936,21,
267,794.5,3214.6,123.8,184,934,21,
268,797.6,3227.2,124.3,182,927,20,
269,800.7,3239.5,126.5,173,895,20,
270,803.5,3250.7,126.8,172,890,21,
271,806.3,3262.0,125.2,178,913,21,
272,809.1,3273.3,124.8,180,919,21,
273,811.9,3284.3,124.8,180,919,21,
274,814.7,3295.5,126.1,175,900,21,
275,817.8,3307.7,126.7,172,892,21,
276,820.9,3320.1,125.9,175,903,20,
277,823.7,3331.4,125.9,175,903,20,
278,826.8,3344.0,124.7,180,921,20,
279,829.7,3355.3,124.7,180,921,20,
280,832.7,3367.6,124.5,181,924,20,
281,835.7,3379.9,124.5,181,924,20,
282,838.6,3391.1,124.5,181,924,20,
283,841.4,3402.7,125.1,179,915,20,
284,844.3,3414.1,124.8,180,919,21,
285,847.2,3425.5,127.1,170,886,21,
286,850.2,3437.7,126.3,174,897,20,
287,853.0,3448.9,126.3,174,897,20,
288,855.9,3460.4,125.5,177,909,21,
289,859.0,3473.0,123.3,187,942,21,
290,861.8,3484.6,123.2,187,944,21,
291,864.6,3496.0,123.2,187,944,21,
292,867.7,3508.6,123.3,187,942,20,
293,870.5,3520.0,123.3,187,942,20,
294,873.6,3532.4,123.5,186,939,21,
295,876.6,3544.7,124.4,182,925,21,
296,879.4,3556.4,121.4,196,973,21,
297,882.2,3567.8,121.4,196,973,21,
298,885.3,3580.4,123.8,184,934,21,
299,888.2,3591.9,123.4,186,941,21,
300,891.0,3603.5,121.7,194,968,22,
301,893.7,3614.7,121.7,194,968,22,
302,896.8,3627.1,124.0,184,931,21,
303,899.6,3638.7,123.6,185,937,21,
304,902.5,3650.1,124.3,182,927,21,
305,905.3,3661.4,124.3,182,927,21,
306,908.1,3673.0,124.1,183,930,21,
307,910.9,3684.5,122.9,189,948,21,
308,914.0,3697.2,122.6,190,953,21,
309,916.9,3708.9,122.4,191,956,21,
310,919.7,3720.5,122.3,191,958,21,
311,922.5,3732.0,123.5,186,939,21,
312,925.1,3742.4,123.5,186,939,21,
313,928.0,3753.8,124.0,184,931,22,
314,931.0,3764.9,126.3,174,897,21,
315,933.9,3776.3,136.6,137,772,20,
316,937.0,3789.1,122.0,193,963,20,
317,939.8,3800.4,124.2,183,928,21,
318,942.6,3811.3,124.2,183,928,21,
319,946.2,3822.9,129.1,163,859,21,
320,949.0,3832.6,147.0,110,679,22,
321,951.6,3842.4,147.0,110,679,22,
322,954.6,3854.8,125.0,179,916,21,
323,957.4,3865.9,125.6,177,907,21,
324,960.2,3877.3,125.6,177,907,21,
325,963.1,3888.5,124.3,182,927,21,
326,966.1,3900.9,126.2,174,899,20,
327,968.9,3911.8,126.2,174,899,20,
328,972.0,3923.6,130.0,159,848,21,
329,974.8,3934.7,126.9,171,889,22,
330,977.6,3946.0,123.6,185,937,21,
331,980.4,3957.4,124.2,183,928,21,
332,983.2,3968.6,124.4,182,925,21,
333,986.0,3980.0,123.5,186,939,22,
334,988.8,3991.3,124.7,180,921,21,
335,991.6,4002.4,124.7,180,921,21,
336,994.4,4013.9,125.6,177,907,20,
337,997.2,4025.3,123.6,185,937,22,
338,1000.0,4036.6,123.3,187,942,21,
339,1002.8,4048.0,124.6,181,922,21,
340,1005.9,4060.2,125.9,175,903,21,
341,1008.7,4071.6,124.9,180,918,21,
342,1011.3,4081.8,124.9,180,918,21,
343,1014.1,4093.3,123.9,184,933,22,
344,1016.9,4104.8,123.9,184,933,22,
345,1019.7,4116.2,123.3,187,942,21,
346,1022.5,4127.4,123.8,184,934,21,
347,1025.6,4139.7,126.4,173,896,21,
348,1028.4,4150.9,125.4,177,910,21,
349,1031.2,4162.3,125.4,177,910,21,
350,1034.1,4173.8,124.2,183,928,21,
351,1036.9,4185.3,124.3,182,927,21,
352,1039.7,4196.7,123.6,185,937,22,
353,1042.5,4208.0,124.0,184,931,21,
354,1045.3,4218.9,128.9,163,862,21,
355,1048.1,4229.8,130.1,159,847,21,
356,1051.0,4241.0,127.1,170,886,22,
357,1053.8,4252.2,124.7,180,921,21,
358,1056.6,4263.6,125.6,177,907,22,
359,1059.1,4273.7,125.6,177,907,22,
360,1061.9,4285.0,124.0,184,931,22,
361,1065.0,4297.5,123.9,184,933,21,
362,1067.8,4308.8,123.7,185,936,21,
363,1070.6,4320.2,123.7,185,936,21,
364,1073.5,4331.7,124.1,183,930,21,
365,1076.3,4343.1,124.1,183,930,21,
366,1079.1,4354.5,124.7,180,921,22,
367,1082.0,4366.0,124.0,184,931,21,
368,1085.0,4378.4,123.9,184,933,21,
369,1087.8,4389.8,123.8,184,934,21,
370,1090.6,4401.1,123.8,184,934,21,
371,1093.4,4412.4,124.8,180,919,21,
372,1096.2,4423.5,124.5,181,924,21,
373,1099.3,4435.9,125.9,175,903,21,
374,1102.1,4447.2,124.5,181,924,21,
375,1104.9,4458.5,124.5,181,924,21,
376,1108.0,4470.9,125.2,178,913,21,
377,1110.8,4482.2,124.5,181,924,21,
378,1113.4,4492.7,124.5,181,924,21,
379,1116.2,4504.1,124.3,182,927,22,
380,1119.0,4515.2,124.3,182,927,22,
381,1122.1,4527.5,125.9,175,903,21,
382,1124.9,4538.9,123.9,184,933,21,
383,1127.7,4550.4,124.3,182,927,21,
384,1130.6,4562.0,124.5,181,924,21,
385,1133.4,4573.4,123.9,184,933,21,
386,1136.3,4584.8,124.1,183,930,21,
387,1139.1,4596.2,124.1,183,930,21,
388,1141.9,4607.5,124.2,183,928,21,
389,1145.0,4620.1,124.8,180,919,21,
390,1147.6,4630.4,124.8,180,919,21,
391,1150.4,4641.7,124.5,181,924,22,
392,1153.5,4654.2,125.5,177,909,21,
393,1156.3,4665.5,124.1,183,930,21,
394,1159.1,4676.6,124.1,183,930,21,
395,1162.0,4688.1,125.1,179,915,20,
396,1164.8,4699.5,125.4,177,910,21,
397,1167.6,4710.9,124.7,180,921,21,
398,1170.5,4722.4,124.4,182,925,21,
399,1173.3,4733.9,124.1,183,930,22,
400,1176.1,4744.9,124.1,183,930,22,
401,1178.9,4756.0,126.5,173,895,21,
402,1181.7,4767.2,127.7,168,878,21,
403,1184.5,4778.5,125.5,177,909,22,
404,1187.6,4791.0,124.9,180,918,21,
405,1190.4,4802.1,126.2,174,899,21,
406,1193.2,4813.5,125.4,177,910,21,
407,1195.8,4823.7,125.4,177,910,21,
408,1198.9,4836.3,125.7,176,906,21,
409,1201.5,4846.4,125.7,176,906,21,
410,1204.6,4858.8,124.4,182,925,21,
411,1207.4,4870.0,126.2,174,899,21,
412,1210.2,4881.1,126.3,174,897,22,
413,1212.8,4891.4,126.3,174,897,22,
414,1215.6,4902.6,126.5,173,895,22,
415,1218.4,4913.8,126.3,174,897,21,
416,1221.2,4924.9,126.2,174,899,21,
417,1224.0,4936.4,125.4,177,910,22,
418,1226.6,4946.7,125.4,177,910,22,
419,1229.7,4959.2,123.7,185,936,21,
420,1232.5,4970.4,126.1,175,900,21,
421,1235.3,4981.4,126.1,175,900,21,
422,1238.1,4992.7,126.8,172,890,21,
423,1241.0,5004.1,125.9,175,903,21,
424,1244.0,5016.6,124.0,184,931,20,
425,1246.9,5028.1,124.0,184,931,20,
426,1249.7,5039.5,123.7,185,936,20,
427,1252.8,5052.1,123.6,185,937,20,
428,1255.6,5063.6,123.6,185,937,20,
429,1258.7,5076.1,123.1,188,945,21,
430,1261.5,5087.5,123.8,184,934,20,
431,1264.3,5098.9,123.8,184,934,20,
432,1267.1,5110.3,123.8,184,934,21,
433,1270.0,5121.7,123.8,184,934,21,
434,1273.0,5134.0,125.6,177,907,21,
435,1275.6,5144.3,125.6,177,907,21,
436,1278.7,5157.1,122.1,192,961,21,
437,1281.5,5168.4,122.1,192,961,21,
438,1284.6,5180.7,123.5,186,939,20,
439,1287.9,5193.2,132.7,150,815,19,
440,1290.7,5203.9,131.8,153,826,21,
441,1293.5,5214.8,131.8,153,826,21,
442,1296.3,5226.1,126.7,172,892,21,
443,1299.1,5237.4,126.7,172,892,21,
444,1302.2,5249.8,124.8,180,919,20,
445,1305.0,5261.2,124.8,180,919,20,
446,1308.1,5273.9,123.4,186,941,21,
447,1310.9,5285.1,125.0,179,916,21,
448,1313.8,5296.3,125.0,179,916,21,
449,1316.9,5308.9,125.5,177,909,20,
450,1319.7,5320.2,125.8,176,905,21,
451,1322.6,5331.9,124.3,182,927,21,
452,1325.5,5343.2,125.7,176,906,21,
453,1328.3,5354.1,131.0,156,835,22,
454,1330.8,5363.9,131.0,156,835,22,
455,1333.7,5375.2,127.7,168,878,22,
456,1336.5,5386.5,126.8,172,890,21,
457,1339.6,5398.8,125.9,175,903,21,
458,1342.2,5409.0,125.9,175,903,21,
459,1345.0,5420.4,125.8,176,905,21,
460,1347.9,5431.7,126.1,175,900,22,
461,1350.7,5442.9,126.1,175,900,22,
462,1353.5,5454.1,126.3,174,897,21,
463,1356.6,5465.6,134.1,145,799,20,
464,1359.1,5473.8,134.1,145,799,20,
465,1361.9,5484.7,130.7,157,839,23,
466,1364.5,5495.2,123.8,184,934,22,
467,1367.4,5506.8,123.7,185,936,21,
468,1370.2,5518.1,125.0,179,916,21,
469,1373.0,5529.6,125.2,178,913,21,
470,1375.8,5540.7,125.7,176,906,22,
471,1378.6,5551.8,125.8,176,905,21,
472,1381.2,5562.0,125.8,176,905,21,
473,1384.0,5573.3,125.0,179,916,22,
474,1386.8,5584.6,125.3,178,912,22,
475,1389.3,5594.8,125.3,178,912,22,
476,1392.4,5607.2,124.3,182,927,21,
477,1394.9,5617.4,124.3,182,927,21,
478,1397.7,5628.9,124.8,180,919,22,
479,1400.8,5641.5,123.3,187,942,21,
480,1403.6,5652.8,125.3,178,912,21,
481,1406.5,5663.9,126.7,172,892,21,
482,1409.3,5675.4,124.4,182,925,21,
483,1411.9,5685.9,124.4,182,925,21,
484,1414.7,5697.5,122.2,192,960,22,
485,1417.6,5708.8,124.1,183,930,21,
486,1420.4,5720.3,125.0,179,916,22,
487,1423.2,5731.5,124.5,181,924,21,
488,1426.0,5742.9,124.0,184,931,21,
489,1428.5,5753.2,124.0,184,931,21,
490,1431.4,5764.7,122.6,190,953,22,
491,1434.2,5776.1,123.8,184,934,21,
492,1437.1,5787.8,123.4,186,941,22,
493,1439.7,5798.4,123.4,186,941,22,
494,1442.5,5810.1,122.6,190,953,22,
495,1445.4,5821.7,123.7,185,936,21,
496,1448.2,5832.8,126.0,175,902,21,
497,1451.0,5843.9,126.6,172,893,22,
498,1453.8,5855.3,125.9,175,903,21,
499,1456.6,5866.6,124.8,180,919,21,
500,1459.2,5876.9,124.8,180,919,21,
501,1462.1,5888.6,124.4,182,925,22,
502,1464.9,5900.1,124.8,180,919,22,
503,1467.5,5910.5,124.8,180,919,22,
504,1470.3,5921.9,123.0,188,947,22,
505,1473.1,5933.5,123.1,188,945,22,
506,1475.7,5943.8,123.1,188,945,22,
507,1478.8,5956.2,125.6,177,907,21,
508,1481.3,5966.2,128.2,166,871,23,
509,1483.9,5976.6,128.2,166,871,23,
510,1486.7,5987.8,125.7,176,906,22,
511,1489.5,5998.9,125.7,176,906,22,
512,1492.4,6010.3,124.9,180,918,21,
513,1495.2,6021.7,124.9,180,918,21,
